"C14ID","C14Age","C14SD","LabCode","Material","SiteID","Latitude","Longitude","Country"
20043,5340,80,"AAR-4770","bone","S7871",55.5699,11.5317,"Denmark"
20044,5380,50,"AAR-4769","bone","S7871",55.5699,11.5317,"Denmark"
20045,5765,45,"AAR-4767","bone","S7871",55.5699,11.5317,"Denmark"
20046,6275,50,"AAR-4765","bone","S7871",55.5699,11.5317,"Denmark"
20047,5025,40,"AAR-5360","bone","S7872",55.5867,11.5332,"Denmark"
20048,5110,75,"K-6444","food residue","S7872",55.5867,11.5332,"Denmark"
20049,4670,65,"K-4593","bone","S7873",55.015,9.83793,"Denmark"
20051,4525,90,"K-5537","bone","S7875",56.7917,9.57732,"Denmark"
20052,3700,50,"AAR-7022","charcoal","S7876",56.2167,9.98333,"Denmark"
20053,3715,45,"AAR-7023","charcoal","S7876",56.2167,9.98333,"Denmark"
20054,4815,40,"AAR-4106","charcoal","S7876",56.2167,9.98333,"Denmark"
20056,4130,50,"AAR-6624","charcoal","S7878",55.0375,14.9143,"Denmark"
20057,4230,50,"AAR-6626","charcoal","S7878",55.0375,14.9143,"Denmark"
20058,4240,50,"AAR-6627","charcoal","S7878",55.0375,14.9143,"Denmark"
20059,4295,50,"AAR-6625","charcoal","S7878",55.0375,14.9143,"Denmark"
20060,7890,65,"AAR-6867.1","bone","S7879",55.6001,11.4323,"Denmark"
20062,4560,85,"K-6273","charcoal","S7880",55.116,10.675,"Denmark"
20065,3705,45,"AAR-7201","bone","S7882",55.5848,11.2616,"Denmark"
20066,4400,65,"K-3278","NULL","S7883",55.0228,9.76485,"Denmark"
20067,4450,60,"K-3279","NULL","S7883",55.0228,9.76485,"Denmark"
20069,4740,90,"K-3473","NULL","S7885",55.8763,9.80474,"Denmark"
20071,5310,100,"K-729","charcoal","S7886",55.7625,12.5928,"Denmark"
20072,5370,100,"K-750","charcoal","S7886",55.7625,12.5928,"Denmark"
20074,3970,95,"K-5585","charcoal","S7888",55.6711,12.3518,"Denmark"
20075,4470,90,"K-5586","charcoal","S7888",55.6711,12.3518,"Denmark"
20079,3560,80,"K-4719","charcoal","S7891",56.3512,10.7973,"Denmark"
20080,3630,80,"K-4717","charcoal","S7891",56.3512,10.7973,"Denmark"
20081,3690,75,"K-4720","charcoal","S7891",56.3512,10.7973,"Denmark"
20082,3870,80,"K-4718","charcoal","S7891",56.3512,10.7973,"Denmark"
20084,4110,100,"K-2273","charcoal","S7893",55.2175,10.2135,"Denmark"
20085,4200,100,"K-2275","charcoal","S7893",55.2175,10.2135,"Denmark"
20086,4220,100,"K-2429","charcoal","S7893",55.2175,10.2135,"Denmark"
20087,4540,100,"K-2430","charcoal","S7893",55.2175,10.2135,"Denmark"
20088,4550,100,"K-2432","charcoal","S7893",55.2175,10.2135,"Denmark"
20090,4840,100,"K-2291","bone","S7894",55.7719,11.3902,"Denmark"
20091,5160,100,"K-2224","bone","S7894",55.7719,11.3902,"Denmark"
20092,3990,60,"K-4270","charcoal","S7895",56.9221,8.86751,"Denmark"
20093,4100,85,"K-4269","charcoal","S7895",56.9221,8.86751,"Denmark"
20096,3990,85,"K-3232","charcoal","S7898",56.417,9.017,"Denmark"
20097,3160,100,"K-2238","charcoal","S7899",56.4993,10.7358,"Denmark"
20098,3240,100,"K-2240","charcoal","S7899",56.4993,10.7358,"Denmark"
20099,3340,100,"K-2239","charcoal","S7899",56.4993,10.7358,"Denmark"
20100,4960,70,"K-6540","plant macrofossils","S7900",56.8975,9.26362,"Denmark"
20101,5230,70,"K-6539","plant macrofossils","S7900",56.8975,9.26362,"Denmark"
20104,4010,60,"K-4533","charcoal","S7902",55.5327,10.3834,"Denmark"
20105,4140,70,"K-2499","charcoal","S7903",56.4237,9.10582,"Denmark"
20106,4160,85,"K-2500","charcoal","S7903",56.4237,9.10582,"Denmark"
20107,4240,90,"K-2501","charcoal","S7903",56.4237,9.10582,"Denmark"
20108,5340,70,"K-4933","bone","S7904",56.81,9.17694,"Denmark"
20117,4350,65,"K-4051","bone","S7908",56.3998,10.7134,"Denmark"
20118,4390,70,"K-4049","bone","S7908",56.3998,10.7134,"Denmark"
20119,4420,95,"K-4050","bone","S7908",56.3998,10.7134,"Denmark"
20120,4940,95,"K-6299","bone","S7909",56.0882,12.3755,"Denmark"
20121,4430,120,"K-717","charcoal","S7910",56.9524,9.89705,"Denmark"
20124,3840,85,"K-3015","charcoal","S7912",56.7919,8.6791,"Denmark"
20125,3890,90,"K-3016","charcoal","S7912",56.7919,8.6791,"Denmark"
20126,3920,85,"K-3017","charcoal","S7912",56.7919,8.6791,"Denmark"
20129,3530,120,"K-3747","bone","S7915",55.7255,11.3508,"Denmark"
20132,4530,100,"K-1602","charcoal","S7918",56.4969,9.58358,"Denmark"
20133,4540,110,"K-1601","charcoal","S7918",56.4969,9.58358,"Denmark"
20137,3740,85,"K-2963","charcoal","S7920",56.2361,9.93203,"Denmark"
20138,3750,85,"K-2962","charcoal","S7920",56.2361,9.93203,"Denmark"
20139,3880,85,"K-2964","charcoal","S7920",56.2361,9.93203,"Denmark"
20140,3940,80,"K-2712","charcoal","S7921",55.2538,9.15453,"Denmark"
20141,4080,100,"K-1843","charcoal","S7921",55.2538,9.15453,"Denmark"
20143,3890,100,"K-1138","charcoal","S7923",55.1609,8.80156,"Denmark"
20144,3440,120,"K-1203","charcoal","S7924",56.8263,8.25175,"Denmark"
20145,3560,120,"K-1204","charcoal","S7924",56.8263,8.25175,"Denmark"
20150,5030,95,"K-5547","wood","S7927",57.2647,9.42379,"Denmark"
20151,3960,65,"K-5375","plant macrofossils","S7928",55.0387,14.9427,"Denmark"
20152,4000,80,"K-5388","plant macrofossils","S7928",55.0387,14.9427,"Denmark"
20153,4030,85,"K-5389","plant macrofossils","S7928",55.0387,14.9427,"Denmark"
20154,5030,90,"K-5057","bone","S7929",55.5937,11.543,"Denmark"
20155,5060,65,"K-4333","food residue","S7929",55.5937,11.543,"Denmark"
20156,4560,65,"K-3677","charcoal","S7930",55.5937,11.543,"Denmark"
20157,4590,85,"K-3678","charcoal","S7930",55.5937,11.543,"Denmark"
20158,4780,100,"AAR-1847","food residue","S7931",55.5937,11.543,"Denmark"
20159,4860,75,"Ka-6443","food residue","S7932",55.5937,11.543,"Denmark"
20160,4900,50,"AAR-4320","bone","S7933",55.5937,11.543,"Denmark"
20162,4820,80,"K-5382","charcoal","S7935",55.1174,15.1435,"Denmark"
20174,3910,100,"K-1831","charcoal","S7940",56.5847,9.21242,"Denmark"
20175,4800,40,"Poz-17025","bone","S7941",55.5961,11.3163,"Denmark"
20178,8875,65,"AAR-8200","charcoal","S7942",55.2454,9.38321,"Denmark"
20179,9015,60,"AAR-8198","charcoal","S7942",55.2454,9.38321,"Denmark"
20180,9030,55,"AAR-8199","charcoal","S7942",55.2454,9.38321,"Denmark"
20182,4560,80,"K-4214","charcoal","S7944",55.8946,9.84701,"Denmark"
20183,4580,80,"K-4216","charcoal","S7944",55.8946,9.84701,"Denmark"
20184,4670,80,"K-4215","charcoal","S7944",55.8946,9.84701,"Denmark"
20186,4580,140,"K-3629","charcoal","S4557",55.26,12.33,"Denmark"
20187,8680,40,"AAR-4554","bone","S7946",56.8909,9.57666,"Denmark"
20189,4605,100,"K-239497","NULL","S7948",56.6143,9.64505,"Denmark"
20190,4045,55,"AAR-6582","charcoal","S7949",55.6614,12.2751,"Denmark"
20191,4085,50,"AAR-6584","charcoal","S7949",55.6614,12.2751,"Denmark"
20192,4095,45,"AAR-6581","charcoal","S7949",55.6614,12.2751,"Denmark"
20193,4100,40,"AAR-6949","charcoal","S7949",55.6614,12.2751,"Denmark"
20194,4105,40,"AAR-6951","bone","S7949",55.6614,12.2751,"Denmark"
20195,4135,50,"AAR-6580","charcoal","S7949",55.6614,12.2751,"Denmark"
20196,4160,40,"AAR-6948","charcoal","S7949",55.6614,12.2751,"Denmark"
20197,4165,35,"AAR-6950","charcoal","S7949",55.6614,12.2751,"Denmark"
20198,4165,50,"AAR-6583","charcoal","S7949",55.6614,12.2751,"Denmark"
20199,4260,75,"AAR-6947","charcoal","S7949",55.6614,12.2751,"Denmark"
20200,4315,55,"AAR-6946","charcoal","S7949",55.6614,12.2751,"Denmark"
20201,3360,80,"K-5799","charcoal","S7950",56.4938,10.75,"Denmark"
20202,3390,85,"K-5798","charcoal","S7950",56.4938,10.75,"Denmark"
20203,3470,70,"K-5800","charcoal","S7950",56.4938,10.75,"Denmark"
20204,3480,80,"K-5797","charcoal","S7950",56.4938,10.75,"Denmark"
20205,3680,85,"K-5801","charcoal","S7950",56.4938,10.75,"Denmark"
20209,780,100,"K-1770","charcoal","S7953",56.4083,8.91936,"Denmark"
20210,4510,100,"K-1767","charcoal","S7953",56.4083,8.91936,"Denmark"
20211,4530,100,"K-1768","charcoal","S7953",56.4083,8.91936,"Denmark"
20212,4610,100,"K-1769","NULL","S7953",56.4083,8.91936,"Denmark"
20213,4650,100,"K-1766","charcoal","S7953",56.4083,8.91936,"Denmark"
20214,4590,95,"K-6298","bone","S7954",56.0947,12.1664,"Denmark"
20215,4867,32,"AAR-7310","bone","S7955",55.5671,11.4198,"Denmark"
20225,4060,65,"K-3229","charcoal","S7960",55.5424,8.71842,"Denmark"
20226,3550,80,"K-5491","charcoal","S7961",56.1394,9.17929,"Denmark"
20227,3640,75,"K-5492","charcoal","S7961",56.1394,9.17929,"Denmark"
20231,4210,105,"K-6132","plant macrofossils","S7964",55.6423,12.25,"Denmark"
20232,4640,85,"K-6133","charcoal","S7964",55.6423,12.25,"Denmark"
20233,3890,70,"K-6134","charcoal","S7965",55.6397,12.2491,"Denmark"
20234,4220,100,"K-6135","charcoal","S7966",55.6372,12.2505,"Denmark"
20235,7980,70,"AAR-4381","bone","S7967",55.2752,11.8358,"Denmark"
20236,6200,130,"OxA-118","bone","S7968",55.2752,11.8358,"Denmark"
20237,6220,100,"K-3559","bone","S7968",55.2752,11.8358,"Denmark"
20238,8220,190,"K-4152","bone","S7969",55.2749,11.8362,"Denmark"
20239,8315,45,"AAR-8560","bone","S7969",55.2749,11.8362,"Denmark"
20240,8340,90,"K-4153","bone","S7969",55.2749,11.8362,"Denmark"
20241,8465,60,"AAR-8558","bone","S7969",55.2749,11.8362,"Denmark"
20242,8500,60,"AAR-8561","bone","S7969",55.2749,11.8362,"Denmark"
20243,8580,60,"AAR-4382","bone","S7969",55.2749,11.8362,"Denmark"
20246,4200,115,"K-4542","bone","S7972",55.8607,9.85034,"Denmark"
20247,4085,45,"AAR-5735","wood","S2267",55.91,10.25,"Denmark"
20249,2270,40,"AAR-7026","charcoal","S7973",56.2381,10.0854,"Denmark"
20250,5095,45,"AAR-7027","charcoal","S7973",56.2381,10.0854,"Denmark"
20251,3400,65,"K-6045","bone","S7974",55.9695,11.3526,"Denmark"
20252,3540,70,"K-6046","bone","S7974",55.9695,11.3526,"Denmark"
20253,3590,65,"K-6044","bone","S7974",55.9695,11.3526,"Denmark"
20254,3610,65,"K-6043","bone","S7974",55.9695,11.3526,"Denmark"
20255,3670,60,"K-6047","bone","S7974",55.9695,11.3526,"Denmark"
20256,3680,65,"K-6042","bone","S7974",55.9695,11.3526,"Denmark"
20257,3770,60,"K-6041","bone","S7974",55.9695,11.3526,"Denmark"
20258,3900,55,"K-6522","bone","S7974",55.9695,11.3526,"Denmark"
20262,4500,110,"K-986","wood","S7978",55.572,11.5799,"Denmark"
20263,4510,90,"K-2779","bone","S7978",55.572,11.5799,"Denmark"
20264,4560,110,"K-985","wood","S7978",55.572,11.5799,"Denmark"
20265,4620,55,"Ka-6976","wood","S7979",56.4938,9.07937,"Denmark"
20275,3690,85,"K-5501","charcoal","S7985",54.9665,12.2489,"Denmark"
20276,4050,100,"Ua-1908","bone","S7985",54.9665,12.2489,"Denmark"
20277,4485,50,"Ka-7001","wood","S7986",56.6352,9.91047,"Denmark"
20278,4490,120,"K-978","NULL","S7986",56.6352,9.91047,"Denmark"
20279,4260,60,"K-6305","bone","S7987",55.1989,10.1556,"Denmark"
20280,5020,60,"AAR-3104.2","bone","S7987",55.1989,10.1556,"Denmark"
20292,4070,85,"K-4462","bone","S7990",56.4332,10.7886,"Denmark"
20294,4150,70,"K-4463","bone","S7990",56.4332,10.7886,"Denmark"
20297,4180,85,"K-4467","bone","S7990",56.4332,10.7886,"Denmark"
20298,4190,80,"K-4465","bone","S7990",56.4332,10.7886,"Denmark"
20300,4310,80,"K-4464","bone","S7990",56.4332,10.7886,"Denmark"
20304,3510,65,"K-2507","plant macrofossils","S4812",56.0181,10.2491,"Denmark"
20307,3845,65,"Ua 7248","charcoal","S2359",58.1497,13.6386,"Denmark"
20315,3980,60,"K-4592","bone","S8000",55.5333,10.0833,"Denmark"
20316,4490,65,"K-3515","bone","S8001",55.372,11.5438,"Denmark"
20317,4030,100,"K-2178","charcoal","S8002",56.0752,8.96871,"Denmark"
20318,4180,100,"K-1188","wood","S8003",56.0743,8.98249,"Denmark"
20319,4350,85,"K-4631","bone","S8004",55.8342,12.3376,"Denmark"
20320,4860,110,"AAR-1849","food residue","S8004",55.8342,12.3376,"Denmark"
20323,4100,55,"K-3720","bone","S8005",56.4304,10.7962,"Denmark"
20325,4610,140,"AAR-673","charcoal","S8006",55.9341,10.1714,"Denmark"
20326,4730,120,"AAR-168","charcoal","S8006",55.9341,10.1714,"Denmark"
20327,4000,85,"K-3625","charcoal","S8007",56.7947,9.05938,"Denmark"
20328,4100,85,"K-3626","charcoal","S8007",56.7947,9.05938,"Denmark"
20329,4500,35,"AAR-5361","NULL","S8008",55.8049,12.0598,"Denmark"
20331,4140,90,"K-3013","bone","S8010",55.1085,10.1095,"Denmark"
20332,4200,90,"K-3014","bone","S8010",55.1085,10.1095,"Denmark"
20333,4250,90,"K-3012","charcoal","S8010",55.1085,10.1095,"Denmark"
20334,4550,65,"K-2954","bone","S8010",55.1085,10.1095,"Denmark"
20337,3900,120,"K-1284","charcoal","S8013",56.5155,9.11265,"Denmark"
20338,4110,100,"K-1367","charcoal","S8013",56.5155,9.11265,"Denmark"
20339,6200,75,"K-3750","bone","S8014",56.3747,10.5687,"Denmark"
20340,9250,85,"K-4063","bone","S8015",55.3996,10.1377,"Denmark"
20341,9285,50,"AAR-8613","bone","S8015",55.3996,10.1377,"Denmark"
20343,3390,80,"K-5755","charcoal","S8016",57.0604,9.45914,"Denmark"
20344,3420,70,"K-5754","charcoal","S8016",57.0604,9.45914,"Denmark"
20345,4850,100,"K-919","charcoal","S8017",56.2611,10.6691,"Denmark"
20346,5260,100,"K-923","charcoal","S8017",56.2611,10.6691,"Denmark"
20347,4965,45,"AAR-4451","bone","S8018",55.5824,11.5477,"Denmark"
20348,5070,45,"AAR-5113","food residue","S8018",55.5824,11.5477,"Denmark"
20349,5095,45,"AAR-5363","charcoal","S8018",55.5824,11.5477,"Denmark"
20350,5115,40,"AAR-5107","food residue","S8018",55.5824,11.5477,"Denmark"
20351,5120,40,"AAR-4452","bone","S8018",55.5824,11.5477,"Denmark"
20352,5135,50,"AAR-4453","bone","S8018",55.5824,11.5477,"Denmark"
20353,5140,70,"AAR-4395","charcoal","S8018",55.5824,11.5477,"Denmark"
20354,5140,40,"AAR-5111","food residue","S8018",55.5824,11.5477,"Denmark"
20355,5150,100,"AAR-5110","food residue","S8018",55.5824,11.5477,"Denmark"
20356,5155,40,"AAR-4817","organic temper","S8018",55.5824,11.5477,"Denmark"
20357,5185,40,"AAR-5112","food residue","S8018",55.5824,11.5477,"Denmark"
20358,5195,40,"AAR-4816","food residue","S8018",55.5824,11.5477,"Denmark"
20359,5195,45,"AAR-5109","food residue","S8018",55.5824,11.5477,"Denmark"
20360,5250,70,"K-4887","wood","S8018",55.5824,11.5477,"Denmark"
20361,5315,55,"AAR-4580","bone","S8018",55.5824,11.5477,"Denmark"
20362,5385,40,"AAR-5108","food residue","S8018",55.5824,11.5477,"Denmark"
20363,5395,40,"AAR-4574","bone","S8018",55.5824,11.5477,"Denmark"
20364,5565,40,"AAR-4576","bone","S8018",55.5824,11.5477,"Denmark"
20365,4950,60,"K-4885","bone","S8019",55.5824,11.5477,"Denmark"
20366,4990,65,"K-4884","bone","S8019",55.5824,11.5477,"Denmark"
20367,4990,65,"K-4886","bone","S8019",55.5824,11.5477,"Denmark"
20368,5010,65,"K-4883","bone","S8019",55.5824,11.5477,"Denmark"
20369,5020,55,"K-4889","wood","S8019",55.5824,11.5477,"Denmark"
20370,5060,65,"K-4881","bone","S8019",55.5824,11.5477,"Denmark"
20371,5070,65,"K-4882","bone","S8019",55.5824,11.5477,"Denmark"
20372,5110,65,"K-4888","wood","S8019",55.5824,11.5477,"Denmark"
20373,5240,65,"K-4891","wood","S8019",55.5824,11.5477,"Denmark"
20374,6310,75,"K-4890","wood","S8019",55.5824,11.5477,"Denmark"
20375,4690,41,"AAR-7195","bone","S8020",55.5824,11.5477,"Denmark"
20376,4985,50,"AAR-6787","plant macrofossils","S8021",55.5824,11.5477,"Denmark"
20377,4995,40,"AAR-6786","plant macrofossils","S8021",55.5824,11.5477,"Denmark"
20378,8060,65,"AAR-6788","bone","S8021",55.5824,11.5477,"Denmark"
20379,5160,110,"AAR-1848","food residue","S8022",55.5824,11.5477,"Denmark"
20380,4090,100,"K-2115","bone","S8023",55.6339,11.982,"Denmark"
20381,6180,95,"K-4185","bone","S8024",55.3426,11.1778,"Denmark"
20382,6760,75,"K-4262","bone","S8024",55.3426,11.1778,"Denmark"
20386,4050,60,"K-4705","charcoal","S8027",56.7007,9.74045,"Denmark"
20388,4740,75,"K-5536","bone","S8029",57.0922,9.01606,"Denmark"
20398,4595,55,"AAR-4321","bone","S8038",56.1425,10.1854,"Denmark"
20399,4440,40,"KIA-4338","plant macrofossils","S8039",55.3234,8.9295,"Denmark"
20400,4460,40,"KIA-4339","plant macrofossils","S8039",55.3234,8.9295,"Denmark"
20401,4510,40,"KIA-4340","charcoal","S8039",55.3234,8.9295,"Denmark"
20406,5160,70,"K-5303","plant macrofossils","S8042",56.8798,9.21762,"Denmark"
20410,4210,100,"K-2271","charcoal","S4410",54.6871,11.3265,"Denmark"
20411,4260,100,"K-2269","charcoal","S4410",54.6871,11.3265,"Denmark"
20412,4300,100,"K-2272","charcoal","S4410",54.6871,11.3265,"Denmark"
20413,4390,100,"K-2270","charcoal","S4410",54.6871,11.3265,"Denmark"
20415,3970,90,"K-2711","charcoal","S8046",56.1049,8.93639,"Denmark"
20416,4000,90,"K-2710","charcoal","S8046",56.1049,8.93639,"Denmark"
20417,2210,60,"OxA-2894","charcoal","S2809",55.0453,14.8937,"Denmark"
20418,3520,65,"AAR-2399","food residue","S2809",55.0453,14.8937,"Denmark"
20419,4080,80,"AAR-2403","charcoal","S2809",55.0453,14.8937,"Denmark"
20420,4120,75,"AAR-2404","charcoal","S2809",55.0453,14.8937,"Denmark"
20421,4180,70,"OxA-2889","charcoal","S2809",55.0453,14.8937,"Denmark"
20422,4200,70,"OxA-2890","charcoal","S2809",55.0453,14.8937,"Denmark"
20423,4210,70,"OxA-2891","charcoal","S2809",55.0453,14.8937,"Denmark"
20425,3270,80,"K-5729","plant macrofossils","S8047",55.5549,10.1177,"Denmark"
20426,5010,100,"K-1659","charcoal","S8047",55.5549,10.1177,"Denmark"
20429,4130,60,"AAR-7030","charcoal","S8048",56.2166,10.1455,"Denmark"
20431,5030,90,"AAR-1850","food residue","S8050",55.5764,11.4204,"Denmark"
20433,4510,100,"K-1771","charcoal","S8051",56.4474,9.10874,"Denmark"
20437,3530,85,"K-3536","charcoal","S8054",56.8441,8.26378,"Denmark"
20438,3620,95,"K-3274","charcoal","S8054",56.8441,8.26378,"Denmark"
20439,3690,80,"K-3273","charcoal","S8054",56.8441,8.26378,"Denmark"
20440,3720,85,"K-3537","charcoal","S8054",56.8441,8.26378,"Denmark"
20441,5120,55,"AAR-4031","bone","S8055",55.75,12.02,"Denmark"
20442,4245,40,"AAR-5472","NULL","S8056",56.102,12.2292,"Denmark"
20443,3730,60,"K-5039","charcoal","S8057",55.8024,9.69539,"Denmark"
20445,4735,65,"AAR-4322","bone","S8059",55.792,12.1558,"Denmark"
20446,4710,100,"K-2356","NULL","S8059",55.792,12.1558,"Denmark"
20447,4140,85,"K-2933","NULL","S8060",55.9905,8.88545,"Denmark"
20448,4160,85,"K-2934","NULL","S8060",55.9905,8.88545,"Denmark"
20449,4180,85,"K-2932","NULL","S8060",55.9905,8.88545,"Denmark"
20450,4240,85,"K-2931","NULL","S8060",55.9905,8.88545,"Denmark"
20451,4200,85,"K-2930","charcoal","S8061",55.9953,8.8931,"Denmark"
20452,4160,80,"K-3002","charcoal","S8062",55.9953,8.8931,"Denmark"
20453,4160,90,"K-2998","charcoal","S8062",55.9953,8.8931,"Denmark"
20454,4180,85,"K-3003","charcoal","S8062",55.9953,8.8931,"Denmark"
20455,4180,90,"K-3000","charcoal","S8062",55.9953,8.8931,"Denmark"
20456,4220,90,"K-3001","charcoal","S8062",55.9953,8.8931,"Denmark"
20457,4230,90,"K-2999","charcoal","S8062",55.9953,8.8931,"Denmark"
20463,4440,50,"Ka-6975","wood","S8065",55.3422,12.2703,"Denmark"
20464,4700,65,"K-3779","food residue","S8066",55.5793,11.5794,"Denmark"
20465,4620,60,"K-4980","bone","S8067",55.8481,12.5488,"Denmark"
20466,4860,90,"K-5763","charcoal","S8068",55.3517,11.1226,"Denmark"
20467,4120,60,"AAR-2601","bone","S8069",54.7766,11.5002,"Denmark"
20468,4500,85,"K-5107","charcoal","S8070",55.8525,12.5672,"Denmark"
20469,4640,60,"K-6683","NULL","S8071",55.1297,11.9336,"Denmark"
20470,4710,50,"K-6684","charcoal","S8071",55.1297,11.9336,"Denmark"
20473,6505,55,"AAR-5741","wood","S8073",55.59,10.6139,"Denmark"
20474,5830,110,"K-1776","bone","S8074",55.9998,11.9832,"Denmark"
20475,4135,45,"AAR-4992","charcoal","S8075",56.8268,9.01909,"Denmark"
20476,4215,45,"AAR-4991","charcoal","S8075",56.8268,9.01909,"Denmark"
20479,4210,120,"K-1189","wood","S8076",56.06,8.85,"Denmark"
20483,3660,80,"K-4047","charcoal","S8080",56.8527,8.26957,"Denmark"
20484,3830,85,"K-4766","charcoal","S8081",56.8527,8.26957,"Denmark"
20485,3860,85,"K-4767","charcoal","S8081",56.8527,8.26957,"Denmark"
20486,4060,85,"K-4768","charcoal","S8081",56.8527,8.26957,"Denmark"
20487,4890,90,"K-3464","charcoal","S8082",57.0321,10.2573,"Denmark"
20488,5080,90,"K-3463","charcoal","S8082",57.0321,10.2573,"Denmark"
20491,4600,170,"K-124","NULL","S8084",56.144,8.46961,"Denmark"
20492,4610,150,"K-131","charcoal","S8084",56.144,8.46961,"Denmark"
20493,4660,150,"K-132","charcoal","S8084",56.144,8.46961,"Denmark"
20494,4680,120,"K-123a","peat","S8084",56.144,8.46961,"Denmark"
20495,4770,150,"K-123b","peat","S8084",56.144,8.46961,"Denmark"
20496,4840,170,"K-125","NULL","S8084",56.144,8.46961,"Denmark"
20497,4850,120,"K-127","peat","S8084",56.144,8.46961,"Denmark"
20498,4880,170,"K-126","NULL","S8084",56.144,8.46961,"Denmark"
20499,4910,160,"K-128","plant macrofossils","S8084",56.144,8.46961,"Denmark"
20500,4940,160,"K-129","plant macrofossils","S8084",56.144,8.46961,"Denmark"
20501,5010,50,"AAR-4994","bone","S8084",56.144,8.46961,"Denmark"
20502,5050,45,"AAR-4993","bone","S8084",56.144,8.46961,"Denmark"
20503,8410,90,"K-4151","bone","S8085",55.4979,11.2292,"Denmark"
20504,3800,80,"K-4268","charcoal","S8086",56.7998,9.21105,"Denmark"
20505,3810,80,"K-4265","charcoal","S8086",56.7998,9.21105,"Denmark"
20506,3810,80,"K-4266","charcoal","S8086",56.7998,9.21105,"Denmark"
20507,3820,80,"K-4264","charcoal","S8086",56.7998,9.21105,"Denmark"
20508,3860,100,"K-2067","charcoal","S8086",56.7998,9.21105,"Denmark"
20509,3880,85,"K-4334","charcoal","S8086",56.7998,9.21105,"Denmark"
20510,3910,80,"K-4267","charcoal","S8086",56.7998,9.21105,"Denmark"
20514,5010,65,"K-4628","NULL","S8089",55.5843,11.5548,"Denmark"
20515,5010,70,"K-4630","wood","S8089",55.5843,11.5548,"Denmark"
20516,3980,65,"K-6474","wood","S8090",55.7822,11.2892,"Denmark"
20517,4310,90,"K-5643","wood","S8090",55.7822,11.2892,"Denmark"
20518,4320,115,"K-6115","wood","S8090",55.7822,11.2892,"Denmark"
20519,4370,115,"K-6116","wood","S8090",55.7822,11.2892,"Denmark"
20520,4440,80,"K-6117","wood","S8090",55.7822,11.2892,"Denmark"
20521,4620,75,"K-6473","wood","S8090",55.7822,11.2892,"Denmark"
20522,4700,80,"K-6113","wood","S8090",55.7822,11.2892,"Denmark"
20523,4750,95,"K-6112","wood","S8090",55.7822,11.2892,"Denmark"
20524,4770,85,"K-6114","wood","S8090",55.7822,11.2892,"Denmark"
20526,3620,90,"K-6101","bone","S8091",55.7455,11.872,"Denmark"
20527,3620,105,"K-6100","bone","S8091",55.7455,11.872,"Denmark"
20528,3750,110,"K-6102","bone","S8091",55.7455,11.872,"Denmark"
20529,3800,115,"K-6103","bone","S8091",55.7455,11.872,"Denmark"
20530,6020,45,"AAR-6658","charcoal","S8091",55.7455,11.872,"Denmark"
20531,4680,80,"K-7117","charcoal","S8092",55.9309,12.5105,"Denmark"
20532,6000,50,"K-7116","charcoal","S8092",55.9309,12.5105,"Denmark"
20533,6900,60,"AAR-7058","bone","S8092",55.9309,12.5105,"Denmark"
20535,1400,55,"K-7044","wood","S4901",56.0274,10.2571,"Denmark"
20549,5010,45,"AAR-5365","charcoal","S4901",56.0274,10.2571,"Denmark"
20550,5075,45,"AAR-5364","charcoal","S4901",56.0274,10.2571,"Denmark"
20554,5790,95,"K-5199","bone","S4901",56.0274,10.2571,"Denmark"
20556,3870,100,"K-585","plant macrofossils","S8095",55.1948,14.9869,"Denmark"
20565,4150,60,"K-5591","wood","S8100",55.3527,11.1239,"Denmark"
20566,4160,70,"K-5591B","wood","S8100",55.3527,11.1239,"Denmark"
20567,4160,70,"K-6439","wood","S8100",55.3527,11.1239,"Denmark"
20568,4200,65,"K-6438","wood","S8100",55.3527,11.1239,"Denmark"
20569,4320,65,"K-6437","wood","S8100",55.3527,11.1239,"Denmark"
20570,4470,90,"K-5590","wood","S8100",55.3527,11.1239,"Denmark"
20571,4520,90,"K-5592","wood","S8100",55.3527,11.1239,"Denmark"
20572,4570,90,"K-5593","wood","S8100",55.3527,11.1239,"Denmark"
20573,4600,90,"K-5594","wood","S8100",55.3527,11.1239,"Denmark"
20574,4610,70,"K-6436","wood","S8100",55.3527,11.1239,"Denmark"
20575,3590,80,"K-5948","charcoal","S8101",56.8258,8.25125,"Denmark"
20576,3860,85,"K-5949","charcoal","S8101",56.8258,8.25125,"Denmark"
20577,4310,85,"K-5724","wood","S8102",54.819,11.6075,"Denmark"
20578,4440,90,"K-5725","wood","S8102",54.819,11.6075,"Denmark"
20579,4870,70,"Ka-6445","food residue","S8103",55.61,11.5,"Denmark"
20580,4470,105,"K-5322","bone","S8104",56.8398,8.26202,"Denmark"
20583,4190,90,"K-2966","charcoal","S8106",55.9938,8.87781,"Denmark"
20584,4210,65,"K-2965","charcoal","S8106",55.9938,8.87781,"Denmark"
20587,4750,100,"K-1962","wood","S8108",55.5909,11.5621,"Denmark"
20588,4760,100,"K-1963","wood","S8108",55.5909,11.5621,"Denmark"
20589,4790,100,"K-2058","charcoal","S8108",55.5909,11.5621,"Denmark"
20590,4830,100,"K-2056","wood","S8108",55.5909,11.5621,"Denmark"
20591,4890,110,"K-1651","peat","S8108",55.5909,11.5621,"Denmark"
20592,4890,110,"K-1656","NULL","S8108",55.5909,11.5621,"Denmark"
